name,taxid,rank
"Gemmataceae","1914233","family"
"Gemmata","113","genus"
"Geminocystis","669357","genus"
"Gemmata obscuriglobus","114","species"
"Gemmatimonadetes","142182","phylum"
"Gemmatimonadales","219686","order"
"Gemmatimonadaceae","219687","family"
"Gemmatimonas","173479","genus"
"Gemmatimonas aurantiaca","173480","species"
"Gemmataceae bacterium","2052164","species"
"Gemmatimonas phototrophica","1379270","species"
"Geobacteraceae","213422","family"
"Geoalkalibacter","392332","genus"
"Geoalkalibacter subterraneus","483547","species"
"Gemmatirosa","1706036","genus"
"Gemmatirosa kalamazoonesis","861299","species"
"Gemmobacter","204456","genus"
"Geobacillus kaustophilus","1462","species"
"Geobacillus genomosp. 3","1921421","species"
"Geobacillus lituanicus","169283","species"
"Geobacillus stearothermophilus","1422","species"
"Geobacillus subterraneus","129338","species"
"Geobacillus thermocatenulatus","33938","species"
"Geobacillus thermodenitrificans","33940","species"
"Geobacillus thermoleovorans","33941","species"
"Geobacillus zalihae","213419","species"
"Geobacter","28231","genus"
"Geobacter anodireducens","1340425","species"
"Geobacter bremensis","60035","species"
"Geobacter metallireducens","28232","species"
"Geobacter pickeringii","345632","species"
"Geobacter bemidjiensis","225194","species"
"Geobacter daltonii","1203471","species"
"Geobacter lovleyi","313985","species"
"Geobacter sulfurreducens","35554","species"
"Geobacter uraniireducens","351604","species"
"Bogoriellaceae","145358","family"
"Georgenia","154116","genus"
"Gibbsiella","929812","genus"
"Gibbsiella quercinecans","929813","species"
"Geovibrio","46200","genus"
"Geovibrio thiophilus","139438","species"
"Geosporobacter","390805","genus"
"Geosporobacter ferrireducens","1424294","species"
"Gillisia","244698","genus"
"Gilvibacter","379070","genus"
"Gimesia","1649453","genus"
"Gimesia algae","2527971","species"
"Gimesia aquarii","2527964","species"
"Gimesia fumaroli","2527976","species"
"Georhizobium","2661800","genus"
"Georhizobium profundi","2341112","species"
"Geodermatophilus","1860","genus"
"Geodermatophilus obscurus","1861","species"
"Gimesia alba","2527973","species"
"Gimesia panareensis","2527978","species"
"Gimesia maris","122","species"
"Gilliamella","1193503","genus"
"Gilliamella apicola","1196095","species"
"Glaciecola","89404","genus"
"Glaciecola nitratireducens","300231","species"
"Glaciimonas","1229970","genus"
"Glaesserella","2094023","genus"
"Glaesserella parasuis","738","species"
"Glaciihabitans","1649454","genus"
"Gimesia benthica","2608982","species"
"Gloeobacteria","307596","class"
"Gloeobacterales","307595","order"
"Gloeobacteraceae","1890422","family"
"Gloeobacter","33071","genus"
"Gloeobacter kilaueensis","1416614","species"
"Gloeobacter violaceus","33072","species"
"Gloeoemargaritales","1955042","order"
"Gloeomargaritaceae","1955043","family"
"Gloeomargarita","1188227","genus"
"Gloeomargarita lithophora","1188228","species"
"Gloeocapsa","102231","genus"
"Gloeothece","28070","genus"
"Gloeothece citriformis","2546356","species"
"Gloeothece verrucosa","2546359","species"
"Gluconacetobacter","89583","genus"
"Gluconacetobacter diazotrophicus","33996","species"
"Gluconobacter","441","genus"
"Gluconobacter oxydans","442","species"
"Gluconobacter sphaericus","574987","species"
"Gluconobacter thailandicus","257438","species"
"Gluconobacter albidus","318683","species"
"Glutamicibacter","1742989","genus"
"Glutamicibacter arilaitensis","256701","species"
"Glutamicibacter protophormiae","37930","species"
"Glutamicibacter mishrai","1775880","species"
"Glutamicibacter halophytocola","1933880","species"
"Glycomycetales","85014","order"
"Glycomycetaceae","85034","family"
"Gordoniaceae","85026","family"
"Gordonia","2053","genus"
"Gordonia amarae","36821","species"
"Gordonia alkanivorans","84096","species"
"Gordonia bronchialis","2054","species"
"Gordonia insulae","2420509","species"
"Glutamicibacter creatinolyticus","162496","species"
"Gordonia phthalatica","1136941","species"
"Gordonia iterans","1004901","species"
"Gordonia polyisoprenivorans","84595","species"
"Gordonia rubripertincta","36822","species"
"Maricaulales","2800059","order"
"Maricaulaceae","2800061","family"
"Glycocaulis","1433402","genus"
"Glycocaulis alkaliphilus","1434191","species"
"Gordonia terrae","2055","species"
"Gottschalkiaceae","2042895","family"
"Gottschalkia","1505664","genus"
"Gottschalkia acidurici","1556","species"
"Gracilibacillus","74385","genus"
"Gramella","292691","genus"
"Gramella fulva","2126553","species"
"Gramella forsetii","411153","species"
"Gramella salexigens","1913577","species"
"Gramella flava","1486245","species"
"Gordonibacter","644652","genus"
"Gordonibacter pamelaeae","471189","species"
"Granulibacter","364409","genus"
"Granulibacter bethesdensis","364410","species"
"Granulicella","940557","genus"
"Granulicella mallensis","940614","species"
"Grimontia","246861","genus"
"Grimontia hollisae","673","species"
"Granulosicoccaceae","449719","family"
"Granulosicoccus","437504","genus"
"Granulosicoccus antarcticus","437505","species"
"Thioalkalibacteraceae","2035710","family"
"Guyparkeria","2035712","genus"
"Guyparkeria halophila","47960","species"
"Saccharospirillaceae","255527","family"
"Gynuella","1445504","genus"
"Gynuella sunshinyii","1445505","species"
"Haematobacter","366614","genus"
"Haematobacter massiliensis","195105","species"
"Haematospirillum","1804663","genus"
"Haematospirillum jordaniae","1549855","species"
"Haemophilus","724","genus"
"Haemophilus aegyptius","197575","species"
"Haemophilus haemolyticus","726","species"
"Haemophilus influenzae","727","species"
"Granulicella tundricola","940615","species"
"Gryllotalpicola","1195526","genus"
"Gryllotalpicola protaetiae","2419771","species"
"Haemophilus parahaemolyticus","735","species"
"Haemophilus parainfluenzae","729","species"
"Hafnia","568","genus"
"Hafnia alvei","569","species"
"Haemophilus pittmaniae","249188","species"
"Haemophilus sp. oral taxon 036","712310","species"
"Halanaerobiaceae","972","family"
"Halanaerobium","2330","genus"
"Halarcobacter","2321115","genus"
"Halarcobacter bivalviorum","663364","species"
"Halanaerobium praevalens","2331","species"
"Hahellaceae","224379","family"
"Hahella","158481","genus"
"Hahella chejuensis","158327","species"
"Halieaceae","1706372","family"
"Halioglobus","1217416","genus"
"Halioglobus japonicus","930805","species"
"Halarcobacter ebronensis","1462615","species"
"Halioglobus maricola","2601894","species"
"Halobacillus","45667","genus"
"Halobacillus halophilus","1570","species"
"Halobacillus mangrovi","402384","species"
"Halobacillus litoralis","45668","species"
"Halobacteriovoraceae","1652132","family"
"Halobacteriovorax","1652133","genus"
"Halobacteriovorax marinus","97084","species"
"Halobacteroides","42417","genus"
"Halobacteroides halobius","42422","species"
"Halocella","46466","genus"
"Saprospiria","1937959","class"
"Saprospirales","1936988","order"
"Haliscomenobacteraceae","1937961","family"
"Haliscomenobacter","2349","genus"
"Haliscomenobacter hydrossis","2350","species"
"Halocynthiibacter","1579315","genus"
"Halocynthiibacter arcticus","1579316","species"
"Halomonas","2745","genus"
"Halomonas aestuarii","1897729","species"
"Halomonas alkaliphila","272774","species"
"Kofleriaceae","224464","family"
"Haliangium","162027","genus"
"Haliangium ochraceum","80816","species"
"Ruaniaceae","1331736","family"
"Ruania","626119","genus"
"Halomonas axialensis","115555","species"
"Halomonas beimenensis","475662","species"
"Prochlorotrichaceae","2303730","family"
"Halomicronema","170610","genus"
"Halomicronema hongdechloris","1209493","species"
"Halomonas chromatireducens","507626","species"
"Halomonas campisalis","74661","species"
"Halomonas elongata","2746","species"
"Halomonas huangheensis","1178482","species"
"Halomonas meridiana","29570","species"
"Halomonas hydrothermalis","115561","species"
"Halomonas campaniensis","213554","species"
"Halomonas olivaria","390919","species"
"Halomonas piezotolerans","2609667","species"
"Halomonas sp. 'Soap Lake #7'","1962264","species"
"Halomonas sp. 'Soap Lake #6'","1949203","species"
"Halomonas titanicae","664683","species"
"Halomonas sulfidaeris","115553","species"
"Halorhodospira","85108","genus"
"Halorhodospira halochloris","1052","species"
"Halomonas venusta","44935","species"
"Halothece","76023","genus"
"Halorhodospira halophila","1053","species"
"Halotalea","376488","genus"
"Halotalea alkalilenta","376489","species"
"Halothiobacillaceae","255526","family"
"Halothiobacillus","109262","genus"
"Halothiobacillus neapolitanus","927","species"
"Halothermothrix","32636","genus"
"Halothermothrix orenii","31909","species"
"Hartmannibacter","1572860","genus"
"Hartmannibacter diazotrophicus","1482074","species"
"Hathewaya","1769729","genus"
"Hathewaya histolytica","1498","species"
"Helicobacteraceae","72293","family"
"Helicobacter","209","genus"
"Helicobacter acinonychis","212","species"
"Helicobacter bilis","37372","species"
"Helicobacter cetorum","138563","species"
"Helicobacter apodemus","135569","species"
"Helicobacter cholecystus","45498","species"
"Helicobacter cinaedi","213","species"
"Helicobacter bizzozeronii","56877","species"
"Helicobacter heilmannii","35817","species"
"Helicobacter hepaticus","32025","species"
"Helicobacter felis","214","species"
"Halovulum","1844498","genus"
"Halovulum dunhuangense","1505036","species"
"Helicobacter mustelae","217","species"
"Helicobacter pullorum","35818","species"
"Helicobacter pylori","210","species"
"Helicobacter sanguini","1548018","species"
"Helicobacter suis","104628","species"
"Helicobacter winghamensis","157268","species"
"Heliobacteriaceae","31984","family"
"Heliorestis","79598","genus"
"Heliorestis convoluta","356322","species"
"Herbaspirillum","963","genus"
"Herbaspirillum hiltneri","341045","species"
"Herbaspirillum frisingense","92645","species"
"Heliomicrobium","2831443","genus"
"Heliomicrobium modesticaldum","35701","species"
"Herbaspirillum huttiense","863372","species"
"Herbaspirillum rubrisubalbicans","80842","species"
"Herbaspirillum seropedicae","964","species"
"Herbinix","1663717","genus"
"Herbinix luporum","1679721","species"
"Herminiimonas","303379","genus"
"Hyphomonadales","2800060","order"
"Hyphomonadaceae","69657","family"
"Hirschia","2723","genus"
"Hirschia baltica","2724","species"
"Herbiconiux","881616","genus"
"Hippea","84404","genus"
"Hippea maritima","84405","species"
"Herpetosiphonales","189772","order"
"Herpetosiphonaceae","189773","family"
"Herpetosiphon","64","genus"
"Herpetosiphon aurantiacus","65","species"
"Histophilus","214906","genus"
"Histophilus somni","731","species"
"Hoeflea","274591","genus"
"Humibacter","427753","genus"
"Mycobacteriaceae","1762","family"
"Hoyosella","697025","genus"
"Hoyosella subflava","639313","species"
"Acetivibrio clariflavus","288965","species"
"Acetivibrio thermocellus","1515","species"
"Hydrocarboniclastica","2650549","genus"
"Hydrocarboniclastica marina","2259620","species"
"Hydrogenimonaceae","292630","family"
"Hydrogenimonas","223785","genus"
"Hydrogenimonas sp.","2231112","species"
"Hydrogenobaculum","168657","genus"
"Hydrogenobacter","939","genus"
"Hydrogenobacter thermophilus","940","species"
"Hydrogenophaga","47420","genus"
"Hydrogenophaga crassostreae","1763535","species"
"Hydrogenophaga pseudoflava","47421","species"
"Hydrogenophilalia","2008785","class"
"Hydrogenophilales","119069","order"
"Hydrogenophilaceae","206349","family"
"Hydrogenophilus","70774","genus"
"Hydrogenophilus thermoluteolus","297","species"
"Hydrogenovibrio","28884","genus"
"Hydrogenovibrio crunogenus","39765","species"
"Hydrogenovibrio thermophilus","265883","species"
"Hylemonella","232523","genus"
"Hylemonella gracilis","80880","species"
"Hydrogenovibrio marinus","28885","species"
"Hymenobacter","89966","genus"
"Hymenobacter jejuensis","2502781","species"
"Hymenobacter nivis","1850093","species"
"Hymenobacter qilianensis","1385715","species"
"Hymenobacter sedentarius","1411621","species"
"Hymenobacter oligotrophus","2319843","species"
"Hymenobacter russus","2724192","species"
"Hypericibacter","2705399","genus"
"Hypericibacter adhaerens","2602016","species"
"Hymenobacter swuensis","1446467","species"
"Hypericibacter terrae","2602015","species"
"Hyphobacterium","2004661","genus"
"Hyphomicrobium","81","genus"
"Hyphomicrobium denitrificans","53399","species"
"Hyphomonas","85","genus"
"Hyphomonas neptunium","81032","species"
"Hyphomicrobium nitrativorans","1427356","species"
"[Haemophilus] ducreyi","730","species"
"Ichthyobacteriaceae","1755828","family"
"Ichthyobacterium","1755829","genus"
"Ichthyobacterium seriolicida","242600","species"
"Idiomarinaceae","267893","family"
"Idiomarina","135575","genus"
"Idiomarina andamanensis","1940690","species"
"Idiomarina loihiensis","135577","species"
"Ignavibacteriae","1134404","phylum"
"Ignavibacteriae bacterium","2026749","species"
"Ignavibacteria","795747","class"
"Ignavibacteriales","795748","order"
"Ignavibacteriaceae","795749","family"
"Ignavibacterium","795750","genus"
"Ignavibacterium album","591197","species"
"Ilumatobacteraceae","2448023","family"
"Ilumatobacter","682522","genus"
"Ilumatobacter coccineus","467094","species"
"Immundisolibacterales","1934945","order"
"Immundisolibacteraceae","1934946","family"
"Immundisolibacter","1934947","genus"
"Immundisolibacter cernigliae","1810504","species"
"Ilyobacter","167639","genus"
"Ilyobacter polytropus","167642","species"
"Intrasporangium","53357","genus"
"Intrasporangium calvum","53358","species"
"Intestinibaculum","2679910","genus"
"Intestinibaculum porci","2487118","species"
"Iodobacter","32014","genus"
"Iodobacter fluviatilis","537","species"
"Isoptericola","254250","genus"
"Isoptericola dokdonensis","372663","species"
"Intestinimonas","1392389","genus"
"Intestinimonas butyriciproducens","1297617","species"
"Isorropodon fossajaponicum symbiont","883811","species"
"Isoptericola variabilis","139208","species"
"Isosphaera","127","genus"
"Isosphaera pallida","128","species"
"Janibacter","53457","genus"
"Janibacter limosus","53458","species"
"Janibacter melonis","262209","species"
"Janibacter indicus","857417","species"
"Janibacter terrae","103817","species"
"Jannaschia","188905","genus"
"Janthinobacterium","29580","genus"
