name,taxid,rank
"Chlamydia psittaci GIMC 2004:CpsAP23","-1","genome"
"Chlamydia psittaci C19/98","1112250","genome"
"Chlamydia psittaci Ful127","-1","genome"
"Chlamydia psittaci Horse_pl","-1","genome"
"Chlamydia psittaci M56","1218357","genome"
"Chlamydia psittaci GR9","1218353","genome"
"Chlamydia psittaci NJ1","1050221","genome"
"Chlamydia psittaci Rostinovo-70","-1","genome"
"Chlamydia psittaci RD1","929557","genome"
"Chlamydia psittaci MN","1218354","genome"
"Chlamydia psittaci Mat116","500464","genome"
"Chlamydia psittaci WS/RT/E30","1218356","genome"
"Chlamydia psittaci VS225","1218355","genome"
"Chlamydia sp. 2742-308","1806891","genome"
"Chlamydia psittaci WC","1218358","genome"
"Chlamydia sp. H15-1957-10C","1967782","genome"
"Chlamydia psittaci GIMC 2003:Cps25SM","-1","genome"
"Chlamydia psittaci GIMC 2005:CpsCP1","-1","genome"
"Chlamydia suis","83559","species"
"Chlamydia suis R19","-1","genome"
"Chlamydia trachomatis","813","species"
"Chlamydia trachomatis 434/Bu","471472","genome"
"Chlamydia psittaci CP3","1050219","genome"
"Chlamydia trachomatis 434Bu","-1","genome"
"Chlamydia trachomatis A2497","580047","genome"
"Chlamydia trachomatis A/7249","1071755","genome"
"Chlamydia trachomatis A/5291","1071754","genome"
"Chlamydia trachomatis A/HAR-13","315277","genome"
"Chlamydia trachomatis CH1_mutant_L2/434/Bu(i)","-1","genome"
"Chlamydia trachomatis C/TW-3","1431547","genome"
"Chlamydia trachomatis D/13-96","-1","genome"
"Chlamydia trachomatis CH2_mutant_L2/434/Bu(i)","-1","genome"
"Chlamydia trachomatis CH5_mutant_L2/434/Bu(i)","-1","genome"
"Chlamydia trachomatis CH3_mutant_L2/434/Bu(i)","-1","genome"
"Chlamydia trachomatis D-LC","759364","genome"
"Chlamydia trachomatis D-EC","759363","genome"
"Chlamydia trachomatis D/SotonD1","1071756","genome"
"Chlamydia trachomatis D/CS637/11","1447714","genome"
"Chlamydia trachomatis E-547","-1","genome"
"Chlamydia trachomatis D/14-96","-1","genome"
"Chlamydia trachomatis E-8873","-1","genome"
"Chlamydia trachomatis A/363","1071753","genome"
"Chlamydia trachomatis E-32931","-1","genome"
"Chlamydia trachomatis E-DK-20","-1","genome"
"Chlamydia trachomatis E/12-94","-1","genome"
"Chlamydia trachomatis E/11023","707183","genome"
"Chlamydia trachomatis E/CS1025/11","-1","genome"
"Chlamydia trachomatis E-103","-1","genome"
"Chlamydia trachomatis D/UW-3/CX","272561","genome"
"Chlamydia trachomatis F-6068","-1","genome"
"Chlamydia trachomatis E/SW3","1071759","genome"
"Chlamydia trachomatis E/SotonE8","1071761","genome"
"Chlamydia trachomatis F/CS847/08","-1","genome"
"Chlamydia trachomatis F/11-96","1340853","genome"
"Chlamydia trachomatis F/2-93","-1","genome"
"Chlamydia trachomatis F/6-94","-1","genome"
"Chlamydia trachomatis G/11222","707186","genome"
"Chlamydia trachomatis F/SW4","1071762","genome"
"Chlamydia trachomatis F/SW5","1071763","genome"
"Chlamydia trachomatis G/11074","707187","genome"
"Chlamydia trachomatis E-160","-1","genome"
"Chlamydia trachomatis G/9301","718219","genome"
"Chlamydia trachomatis Ia/CS190/96","-1","genome"
"Chlamydia trachomatis IU824","1260222","genome"
"Chlamydia trachomatis G/9768","707185","genome"
"Chlamydia trachomatis Ia20-97","-1","genome"
"Chlamydia trachomatis IU888","1260223","genome"
"Chlamydia trachomatis E/150","707184","genome"
"Chlamydia trachomatis J/27-97","-1","genome"
"Chlamydia trachomatis J/31-98","-1","genome"
"Chlamydia trachomatis J/6276tet1","907272","genome"
"Chlamydia trachomatis F/1-93","1340852","genome"
"Chlamydia trachomatis K/SotonK1","1071768","genome"
"Chlamydia trachomatis L2/434/Bu(f)","1262673","genome"
"Chlamydia trachomatis L2b/8200/07","1071773","genome"
"Chlamydia trachomatis L2/434/Bu(i)","1263406","genome"
"Chlamydia trachomatis L2b/Ams2","1071779","genome"
"Chlamydia trachomatis L2b/Ams3","1071780","genome"
"Chlamydia trachomatis L2b/Ams4","1071781","genome"
"Chlamydia trachomatis L2b/CS19/08","-1","genome"
"Chlamydia trachomatis L2c","887712","genome"
"Chlamydia trachomatis RC-F(s)/852","907265","genome"
"Chlamydia trachomatis L2b/CS784/08","-1","genome"
"Chlamydia trachomatis L2b/Canada1","1075085","genome"
"Chlamydia trachomatis L2b/UCH-1/proctitis","471473","genome"
"Chlamydia trachomatis RC-J/943","907266","genome"
"Chlamydia trachomatis RC-J(s)/122","907270","genome"
"Chlamydia trachomatis QH111L","-1","genome"
"Chlamydia trachomatis RC-F(s)/342","907269","genome"
"Chlamydia trachomatis RC-J/971","1007871","genome"
"Chlamydia trachomatis RC-J/966","907271","genome"
"Chlamydia trachomatis L2b/Ams5","1071782","genome"
"Chlamydia trachomatis RC-L2(s)/3","907268","genome"
"Chlamydia trachomatis SB002739","-1","genome"
"Chlamydia trachomatis RC-L2/55","1007870","genome"
"Chlamydia trachomatis SB006930","-1","genome"
"Chlamydia trachomatis SB013112","-1","genome"
"Chlamydia trachomatis SB008107","-1","genome"
"Chlamydia trachomatis SQ01","-1","genome"
"Chlamydia trachomatis SQ05","-1","genome"
"Chlamydia trachomatis SQ06","-1","genome"
"Chlamydia trachomatis SB013321","-1","genome"
"Chlamydia trachomatis SQ10","-1","genome"
"Chlamydia trachomatis SQ09","-1","genome"
"Chlamydia trachomatis RC-J/953","907267","genome"
"Chlamydia trachomatis RC-L2(s)/46","907264","genome"
"Chlamydia trachomatis SQ12","-1","genome"
"Chlamydia trachomatis SQ14","-1","genome"
"Chlamydia trachomatis SQ15","-1","genome"
"Chlamydia trachomatis SQ07","-1","genome"
"Chlamydia trachomatis SQ25","-1","genome"
"Chlamydia trachomatis SQ19","-1","genome"
"Chlamydia trachomatis SQ24","-1","genome"
"Chlamydia trachomatis SQ20","-1","genome"
"Chlamydia trachomatis Sweden2","634464","genome"
"Chlamydia trachomatis SQ32","-1","genome"
"Chlamydia trachomatis SQ28","-1","genome"
"Blastocatellia","1562566","class"
"Chloracidobacterium","458032","genus"
"Chloracidobacterium thermophilum","458033","genome"
"Chlamydia trachomatis RC-F/69","907263","genome"
"Chlorobi","1090","phylum"
"Chlorobia","191410","class"
"Chlorobiales","191411","order"
"Chlorobiaceae","191412","family"
"Chlorobaculum","256319","genus"
"Chlorobaculum parvum","274539","species"
"Chlorobaculum parvum NCIB 8327","517417","genome"
"Chlorobaculum tepidum","1097","species"
"Chlorobaculum tepidum TLS","194439","genome"
"Chloracidobacterium thermophilum B","981222","genome"
"Chlamydia trachomatis SQ02","-1","genome"
"Chlorobaculum limnaeum","274537","species"
"Chlorobaculum limnaeum DSM 1677","-1","genome"
"Chlorobium","1091","genus"
"Chlorobium limicola","1092","species"
"Chlorobium limicola DSM 245","290315","genome"
"Chlorobium phaeovibrioides","1094","species"
"Chlorobium phaeovibrioides PhvTcv-s14","-1","genome"
"Chlorobium phaeobacteroides","1096","species"
"Chlorobium phaeobacteroides DSM 266","290317","genome"
"Chlorobium phaeobacteroides BS1","331678","genome"
"Chlorobium phaeovibrioides DSM 265","290318","genome"
"Chloroflexia","32061","class"
"Chloroflexales","32064","order"
"Chloroflexaceae","1106","family"
"Chloroflexus","1107","genus"
"Chloroflexus aurantiacus","1108","species"
"Chloroflexus aurantiacus Y-400-fl","480224","genome"
"Chloroflexus aurantiacus J-10-fl","324602","genome"
"Chlorobium chlorochromatii","337090","species"
"Chlorobium chlorochromatii CaD3","340177","genome"
"Chloroflexus aggregans","152260","species"
"Chloroflexus aggregans DSM 9485","326427","genome"
"Chloroherpeton","100715","genus"
"Chloroherpeton thalassium","100716","species"
"Chloroherpeton thalassium ATCC 35110","517418","genome"
"Christensenellaceae","990719","family"
"Christensenella","990721","genus"
"Christensenella minuta","626937","species"
"Christensenella minuta DSM 22607","-1","genome"
"Chroococcaceae","1890464","family"
"Chondrocystis","268175","genus"
"Chondrocystis sp. NIES-4102","2005460","genome"
"Caldichromatium","2828366","genus"
"Caldichromatium japonicum","2699430","species"
"Chromatiaceae bacterium No.7","-1","genome"
"Chromobacterium","535","genus"
"Chromobacterium phragmitis","2202141","species"
"Chromobacterium phragmitis IIBBL 112-1","-1","genome"
"Chromobacterium paludis","2605945","species"
"Chromobacterium paludis 257-1","-1","genome"
"Chromobacterium haemolyticum","394935","species"
"Chromobacterium haemolyticum CH06-BL","-1","genome"
"Chromobacterium rhizoryzae","1778675","species"
"Chromobacterium rhizoryzae Bb2","-1","genome"
"Polyangiaceae","49","family"
"Chondromyces","50","genus"
"Chondromyces crocatus","52","species"
"Chondromyces crocatus Cm c5","-1","genome"
"Chromobacterium vaccinii","1108595","species"
"Chromobacterium vaccinii 21-1","-1","genome"
"Chromobacterium sp. Rain0013","2292447","genome"
"Chromobacterium sp. ATCC 53434","2059672","genome"
"Chromobacterium rhizoryzae JP2-74","-1","genome"
"Chromobacterium vaccinii XC0014","-1","genome"
"Chromobacterium violaceum","536","species"
"Chromobacterium violaceum ATCC 12472","243365","genome"
"Chromobacterium violaceum FDAARGOS_635","-1","genome"
"Chloroflexi bacterium","2026724","species"
"Chloroflexi bacterium ZRK35","-1","genome"
"Halomonadaceae","28256","family"
"Chromohalobacter","42054","genus"
"Chromohalobacter salexigens","158080","species"
"Chromohalobacter salexigens DSM 3043","290398","genome"
"Chromobacterium violaceum CV1197","-1","genome"
"Chryseobacterium","59732","genus"
"Chryseobacterium arthrosphaerae","651561","species"
"Chryseobacterium arthrosphaerae FDAARGOS_519","-1","genome"
"Chroococcidiopsidales","1890505","order"
"Chroococcidiopsidaceae","1890528","family"
"Chroococcidiopsis","54298","genus"
"Chroococcidiopsis thermalis","54299","species"
"Chroococcidiopsis thermalis PCC 7203","251229","genome"
"Chromobacterium violaceum NCTC9695","-1","genome"
"Chromobacterium violaceum CV1192","-1","genome"
"Chryseobacterium carnipullorum","1124835","species"
"Chryseobacterium carnipullorum G0188","-1","genome"
"Chryseobacterium bernardetii","1241978","species"
"Chryseobacterium bernardetii H4638","-1","genome"
"Chryseobacterium balustinum","246","species"
"Chryseobacterium balustinum KC_1863","-1","genome"
"Chryseobacterium carnipullorum F9942","-1","genome"
"Kaistella","2782231","genus"
"Kaistella carnis","1241979","species"
"Chryseobacterium carnis G0081","-1","genome"
"Chryseobacterium bernardetii G0229","-1","genome"
"Chryseobacterium gleum","250","species"
"Chryseobacterium gleum 3012STDY6944375","-1","genome"
"Chryseobacterium gleum NCTC11432","-1","genome"
"Chryseobacterium cucumeris","1813611","species"
"Chryseobacterium cucumeris MW-6","-1","genome"
"Chryseobacterium gallinarum","1324352","species"
"Chryseobacterium gallinarum FDAARGOS_636","-1","genome"
"Chryseobacterium haifense","421525","species"
"Chryseobacterium haifense G0079","-1","genome"
"Chryseobacterium indologenes","253","species"
"Chryseobacterium indologenes 3012STDY6981895","-1","genome"
"Chryseobacterium indologenes 3125","-1","genome"
"Chryseobacterium gallinarum DSM 27622","-1","genome"
"Chryseobacterium indologenes FDAARGOS_337","-1","genome"
"Chryseobacterium indologenes FDAARGOS_379","-1","genome"
"Chryseobacterium indologenes FDAARGOS_510","-1","genome"
"Chryseobacterium gleum FDAARGOS_1103","-1","genome"
"Chryseobacterium indologenes FDAARGOS_537","-1","genome"
"Chryseobacterium indologenes H5559","-1","genome"
"Chryseobacterium indologenes StR 01","-1","genome"
"Chryseobacterium glaciei","1685010","species"
"Chryseobacterium glaciei IHBB 10212","-1","genome"
"Chryseobacterium indologenes DSM 16777","-1","genome"
"Chryseobacterium gleum 110146","-1","genome"
"Chryseobacterium indologenes FDAARGOS_648","-1","genome"
"Chryseobacterium indoltheticum","254","species"
"Chryseobacterium indoltheticum ATCC 27950","-1","genome"
"Chryseobacterium indoltheticum G0211","-1","genome"
"Chryseobacterium indoltheticum POL15","-1","genome"
"Chryseobacterium joostei","112234","species"
"Chryseobacterium joostei DSM 16927","-1","genome"
"Epilithonimonas","2782229","genus"
"Chryseobacterium lactis","1241981","species"
"Chryseobacterium lactis G0197","-1","genome"
"Chryseobacterium lactis KC_1864","-1","genome"
"Chryseobacterium nakagawai","1241982","species"
"Chryseobacterium nakagawai G0041","-1","genome"
"Chryseobacterium piperi","558152","species"
"Chryseobacterium piperi ATCC BAA-1782","-1","genome"
"Chryseobacterium nakagawai NCTC13529","-1","genome"
"Chryseobacterium shandongense","1493872","species"
"Chryseobacterium shandongense G0207","-1","genome"
"Chryseobacterium manosquense","2754694","species"
"Chryseobacterium manosquense Marseille-Q2069","-1","genome"
"Chryseobacterium shandongense G0239","-1","genome"
"Chryseobacterium sp. 3008163","2478663","genome"
"Chryseobacterium sp. FDAARGOS 1104","2778077","genome"
"Chryseobacterium sp. G0186","2487064","genome"
"Chryseobacterium sp. 6424","2039166","genome"
"Chryseobacterium sp. cx-624","2758037","genome"
"Chryseobacterium sp. G0201","2487065","genome"
"Chryseobacterium sp. G0162","2487063","genome"
"Chryseobacterium sp. NBC 122","2547600","genome"
"Chryseobacterium sp. JV274","1932669","species"
"Chryseobacterium sp. JV274 F3_Prior","-1","genome"
"Chryseobacterium sp. NEB161","2724619","genome"
"Chryseobacterium sp. POL2","2713414","genome"
"Chryseobacterium sp. IHB B 17019","1721091","genome"
"Chryseobacterium shandongense H5143","-1","genome"
"Chryseobacterium sp. SNU WT7","2650974","genome"
"Planobacterium","2782228","genus"
"Chryseobacterium taklimakanense","536441","species"
"Chryseobacterium taklimakanense H4753","-1","genome"
"Chryseobacterium taklimakanense NCTC13490","-1","genome"
"Chryseobacterium taklimakanense F9257","-1","genome"
"Chryseoglobus","1331730","genus"
"Chryseoglobus sp. 28M-23","2772253","genome"
"Chryseobacterium sp. T16E-39","2015076","genome"
"Citricoccus","169133","genus"
"Citricoccus sp. SGAir0253","2567881","genome"
"Chryseobacterium sp. SNU WT5","2594269","genome"
"Citricoccus sp. SGAir0453","2567883","genome"
"Citrobacter","544","genus"
"Citrobacter amalonaticus","35703","species"
"Citrobacter amalonaticus 133355-SW-C4-Cam","-1","genome"
"Citrobacter amalonaticus CA71","-1","genome"
"Chthonomonadetes","1077257","class"
"Chthonomonadales","1077263","order"
"Chthonomonadaceae","1077264","family"
"Chthonomonas","1077265","genus"
"Chthonomonas calidirosea","454171","species"
"Chthonomonas calidirosea T49","1303518","genome"
"Citrobacter amalonaticus FDAARGOS_122","-1","genome"
"Citrobacter amalonaticus Y19","1261127","genome"
"Chryseobacterium sp. StRB126","878220","genome"
"Citrobacter braakii","57706","species"
"Citrobacter braakii FDAARGOS_290","-1","genome"
"Citrobacter farmeri","67824","species"
"Citrobacter farmeri AUSMDU00008141","-1","genome"
"Citrobacter braakii MiY-A","-1","genome"
"Citrobacter freundii","546","species"
"Citrobacter freundii 154","-1","genome"
"Citrobacter braakii FDAARGOS_253","-1","genome"
"Citrobacter freundii 18-1","-1","genome"
"Citrobacter freundii 565","-1","genome"
"Fulvivirgaceae","2762286","family"
"Chryseolinea","1433993","genus"
"Chryseolinea soli","2321403","species"
"Chryseolinea soli KIS68-18","-1","genome"
"Citrobacter freundii 680","-1","genome"
"Citrobacter freundii 62","-1","genome"
"Citrobacter freundii AR_0021","-1","genome"
"Citrobacter freundii 705SK3","-1","genome"
"Citrobacter freundii AR_0022","-1","genome"
"Citrobacter freundii AR_0023","-1","genome"
"Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681","1006003","genome"
"Citrobacter freundii AR_0116","-1","genome"
"Citrobacter freundii CAV1321","-1","genome"
"Citrobacter freundii C50","-1","genome"
"Citrobacter amalonaticus FDAARGOS_165","-1","genome"
"Citrobacter freundii CAV1741","-1","genome"
"Citrobacter freundii CF48846","-1","genome"
"Citrobacter freundii CAV1857","-1","genome"
"Citrobacter freundii BD","-1","genome"
"Citrobacter freundii B9-C2","-1","genome"
"Citrobacter freundii CF49969","-1","genome"
"Citrobacter freundii 111","-1","genome"
"Citrobacter freundii CF50935","-1","genome"
"Citrobacter freundii CFNIH1","1333848","genome"
"Citrobacter freundii CitB","-1","genome"
"Citrobacter freundii complex sp. CFNIH9","2077149","genome"
"Citrobacter freundii Cfr-13","-1","genome"
"Citrobacter freundii CRCB-101","-1","genome"
"Citrobacter freundii complex sp. CFNIH4","2077148","genome"
"Citrobacter freundii E11","-1","genome"
"Citrobacter freundii FDAARGOS_549","-1","genome"
"Citrobacter freundii E33","-1","genome"
"Citrobacter freundii B38","-1","genome"
"Citrobacter freundii E51","-1","genome"
"Citrobacter freundii FDAARGOS_550","-1","genome"
"Citrobacter freundii HM38","-1","genome"
"Citrobacter freundii FDAARGOS_61","-1","genome"
"Citrobacter freundii FDAARGOS_73","-1","genome"
"Citrobacter freundii CIFR51929","-1","genome"
"Citrobacter freundii complex sp. CFNIH3","2077147","genome"
"Citrobacter freundii IDR1800045912-01-00","-1","genome"
"Citrobacter freundii IDR1900015725-01-02","-1","genome"
"Citrobacter freundii LDL3-3","-1","genome"
"Citrobacter freundii M92","-1","genome"
"Citrobacter freundii complex sp. CFNIH2","2066049","genome"
"Citrobacter freundii L75","-1","genome"
"Citrobacter freundii MGH281","-1","genome"
"Citrobacter freundii MGH279","-1","genome"
"Citrobacter freundii MGH283","-1","genome"
